pokemon_id,name,rarity,ability_id,type_id_1,type_id_2,weight,height,hp,attack,defense,sp_attack,sp_defense,speed,description
143,snorlax,9,17,1,-1,4600,21,160,110,65,65,110,30,Snorlax's typical day consists of nothing more than eating and sleeping. It is such a docile Pokemon that there are children who use its expansive belly as a place to play.
144,articuno,10,46,15,3,554,17,90,85,100,95,125,85,"Articuno is a legendary bird Pokemon that can control ice.  The flapping of its wings chills the air. As a result, it is said that when this Pokemon flies, snow will fall."
145,zapdos,10,46,13,3,526,16,90,90,85,125,90,100,Zapdos is a legendary bird Pokemon that has the ability to control electricity. It usually lives in thunderclouds.  The Pokemon gains power if it is stricken by lightning bolts.
146,moltres,10,46,10,3,600,20,90,100,90,125,85,90,"Moltres is a legendary bird Pokemon that has the ability to control fire. If this Pokemon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself."
147,dratini,8,61,16,-1,33,18,41,64,45,50,50,50,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.
148,dragonair,8,61,16,-1,165,40,61,84,65,70,70,70,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.
149,dragonite,10,39,16,3,2100,22,91,134,95,100,100,80,Dragonite is capable of circling the globe in just 16 hours.  It is a kindhearted Pokemon that leads lost and foundering ships in a storm to the safety of land.
150,mewtwo,10,46,14,-1,1220,20,106,110,90,154,90,130,"Mewtwo is a Pokemon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokemon's body, they failed to endow Mewtwo with a compassionate heart."
151,mew,10,28,14,-1,40,4,100,100,100,100,100,100,"Mew is said to possess the genetic composition of all Pokemon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
152,chikorita,9,65,12,-1,64,9,45,49,65,49,65,45,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokemon and creating a cozy, friendly atmosphere all around."
153,bayleef,10,65,12,-1,158,12,60,62,80,63,80,60,Bayleef's neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.
154,meganium,10,65,12,-1,1005,18,80,82,100,83,100,80,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokemon gives off more of its becalming scent to blunt the foe's fighting spirit."
155,cyndaquil,9,66,10,-1,79,5,39,52,43,60,50,65,"Cyndaquil protects itself by flaring up the flames on its back.  The flames are vigorous if the Pokemon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."
156,quilava,10,66,10,-1,190,9,58,64,58,80,65,80,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokemon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
157,typhlosion,10,66,10,-1,795,17,78,84,78,109,85,100,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokemon creates blazing explosive blasts that burn everything to cinders.
158,totodile,8,67,11,-1,95,6,50,65,64,44,48,43,"Despite the smallness of its body, Totodile's jaws are very powerful. While the Pokemon may think it is just playfully nipping, its bite has enough power to cause serious injury."
159,croconaw,10,67,11,-1,250,11,65,80,80,59,63,58,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."
160,feraligatr,10,67,11,-1,888,23,85,105,100,79,83,78,"Feraligatr intimidates its foes by opening its huge mouth.  In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."
161,sentret,1,50,1,-1,60,8,35,46,34,35,45,20,"When Sentret sleeps, it does so while another stands guard.  The sentry wakes the others at the first sign of danger. When this Pokemon becomes separated from its pack, it becomes incapable of sleep due to fear."
162,furret,2,50,1,-1,325,18,85,76,64,45,55,90,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokemon is very nimble and fleet."
163,hoothoot,1,15,1,3,212,7,60,30,30,36,56,50,"Hoothoot has an internal organ that senses and tracks the earth's rotation. Using this special organ, this Pokemon begins hooting at precisely the same time every day."
164,noctowl,1,15,1,3,408,16,100,50,50,86,96,70,"Noctowl never fails at catching prey in darkness. This Pokemon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight."
165,ledyba,1,68,7,3,108,10,40,20,30,40,80,55,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others.  This Pokemon conveys its feelings to others by altering the fluid's scent.
166,ledian,3,68,7,3,356,14,55,35,50,55,110,85,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this-the Pokemon uses the light of the stars as its energy."
167,spinarak,1,68,7,4,85,5,40,60,40,40,40,30,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokemon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web's strands.
168,ariados,2,68,7,4,335,11,70,90,70,60,70,40,Ariados's feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokemon constricts the foe with thin and strong silk webbing.
169,crobat,5,39,4,3,750,18,85,90,80,70,80,130,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokemon rests by hanging on a tree branch with its rear legs that serve as wings.
170,chinchou,1,10,11,13,120,5,75,38,38,56,56,67,"Chinchou's two antennas are filled with cells that generate strong electricity. This Pokemon's cells create so much electrical power, it even makes itself tingle slightly."
171,lanturn,3,10,11,13,225,12,125,58,58,76,76,67,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokemon's light rising from the depths where it swims. It gives the sea an appearance of a starlit night."
172,pichu,7,9,13,-1,20,3,20,40,15,35,35,60,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokemon will begin crying, startled by the flash of sparks."
173,cleffa,8,56,18,-1,30,3,50,25,28,45,55,15,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokemon quench their thirst with the morning dew."
174,igglybuff,8,56,1,18,10,3,90,30,15,40,20,15,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.
175,togepi,8,55,18,-1,15,3,35,20,65,40,65,20,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokemon.  This Pokemon stores up feelings of happiness inside its shell, then shares them with others."
176,togetic,10,55,18,3,32,6,55,40,85,80,105,40,"Togetic is said to be a Pokemon that brings good fortune.  When the Pokemon spots someone who is pure of heart, it is said to appear and share its happiness with that person."
177,natu,1,28,14,3,20,2,40,50,45,70,45,70,Natu has a highly developed jumping ability. The Pokemon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree's new shoots.
178,xatu,10,28,14,3,150,15,65,75,70,95,70,95,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokemon out of their belief that Xatu is in possession of the power to see into the future.
179,mareep,2,9,13,-1,78,6,55,40,40,65,45,35,"Mareep's fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows."
180,flaaffy,2,9,13,-1,133,8,70,55,55,80,60,45,Flaaffy's wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.
181,ampharos,5,9,13,-1,615,14,90,75,85,115,90,55,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokemon to send signals back and forth with others far away.
182,bellossom,6,34,12,-1,58,4,75,80,95,90,100,50,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom-the more stinky the better. At night, this Pokemon closes its petals and goes to sleep."
183,marill,3,47,11,18,85,4,70,20,50,20,50,40,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokemon's tail is flexible and configured to stretch."
184,azumarill,5,47,11,18,285,8,100,50,80,60,80,50,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokemon. The air balloons enable the Pokemon in trouble to breathe.
185,sudowoodo,9,5,6,-1,380,12,70,100,115,30,65,30,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokemon is easily identified as a fake during the winter."
186,politoed,6,11,11,-1,339,11,90,75,75,90,100,70,"The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokemon earns from its peers."
187,hoppip,1,34,12,3,5,4,35,35,40,35,55,50,"This Pokemon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away."
188,skiploom,2,34,12,3,10,6,55,45,50,45,65,80,"Skiploom's flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokemon is sometimes used as a thermometer."
189,jumpluff,2,34,12,3,30,8,75,55,70,55,95,110,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokemon descends to the ground when it encounters cold air while it is floating.
190,aipom,5,50,1,-1,115,8,55,70,55,40,55,85,"Aipom's tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokemon uses its tail so much, its real hands have become rather clumsy."
191,sunkern,1,34,12,-1,18,3,30,30,30,30,30,30,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew."
192,sunflora,10,34,12,-1,85,8,75,75,55,105,85,30,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.
193,yanma,3,3,7,3,380,12,65,65,45,75,45,95,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokemon uses its flying ability to quickly chase down targeted prey.
194,wooper,1,6,11,5,85,4,55,45,45,25,25,15,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film."
195,quagsire,1,6,11,5,750,14,95,85,85,65,65,35,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokemon does not move, it does not get very hungry."
196,espeon,10,28,14,-1,265,9,65,65,60,130,95,110,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokemon developed its precognitive powers to protect its Trainer from harm.
197,umbreon,8,28,17,-1,270,10,95,65,110,60,130,65,Umbreon evolved as a result of exposure to the moon's waves.  It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.
198,murkrow,7,15,17,3,21,5,60,85,42,85,42,91,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokemon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.
199,slowking,8,12,11,14,795,20,95,75,80,100,110,30,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokemon apparently forgets everything it has learned if the Shellder on its head comes off."
200,misdreavus,4,26,8,-1,10,7,60,60,60,85,85,85,"Misdreavus frightens people with a creepy, sobbing cry.  The Pokemon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition."
201,unown,1,26,14,-1,50,5,48,72,48,72,48,48,"This Pokemon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown.  Research into this topic is ongoing but nothing is known."
202,wobbuffet,8,23,14,-1,285,13,190,33,58,33,58,33,"Wobbuffet does nothing but endure attacks-it won't attack on its own. However, it won't endure an attack on its tail. When that happens, the Pokemon will try to take the foe with it using Destiny Bond."
203,girafarig,1,39,1,14,415,15,70,80,65,90,65,85,"Girafarig's rear head contains a tiny brain that is too small for thinking. However, the rear head doesn't need to sleep, so it can keep watch over its surroundings 24 hours a day."
204,pineco,8,5,7,-1,72,6,50,65,90,35,35,15,"Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokemon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning."
205,forretress,10,5,7,9,1258,12,75,90,140,60,60,40,"Forretress conceals itself inside its hardened steel shell.  The shell is opened when the Pokemon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen."
206,dunsparce,2,32,1,-1,140,15,100,70,70,65,65,45,Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokemon is known to make its nest in complex shapes deep under the ground.
207,gligar,7,52,5,3,648,11,65,75,105,35,65,85,"Gligar glides through the air without a sound as if it were sliding. This Pokemon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb."
208,steelix,6,69,9,5,4000,92,75,85,200,55,65,30,Steelix lives even further underground than Onix.  This Pokemon is known to dig toward the earth's core.  There are records of this Pokemon reaching a depth of over six-tenths of a mile underground.
209,snubbull,2,22,18,-1,78,6,60,80,50,40,40,30,"By baring its fangs and making a scary face, Snubbull sends smaller Pokemon scurrying away in terror. However, this Pokemon seems a little sad at making its foes flee."
210,granbull,10,22,18,-1,487,14,90,120,75,60,60,45,"Granbull has a particularly well-developed lower jaw.  The enormous fangs are heavy, causing the Pokemon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately."
211,qwilfish,6,38,11,4,39,5,65,95,85,55,55,85,"Qwilfish sucks in water, inflating itself. This Pokemon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging."
212,scizor,10,68,7,9,1180,18,70,130,100,55,80,65,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokemon flaps its wings to regulate its body temperature.
213,shuckle,8,5,7,6,205,6,20,10,230,10,230,5,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice."
214,heracross,8,68,7,2,540,15,80,125,75,40,95,85,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokemon a secure and solid footing to forcefully fling away foes with its proud horn."
215,sneasel,5,39,17,15,280,9,55,95,55,35,75,115,Sneasel scales trees by punching its hooked claws into the bark. This Pokemon seeks out unguarded nests and steals eggs for food while the parents are away.
216,teddiursa,2,53,1,-1,88,6,60,80,50,50,50,40,This Pokemon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.
217,ursaring,3,62,1,-1,1258,18,90,130,75,75,75,55,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokemon walks through its forest gathering food every day."
218,slugma,2,40,10,-1,350,7,40,40,40,70,40,20,"Slugma does not have any blood in its body. Instead, intensely hot magma circulates throughout this Pokemon's body, carrying essential nutrients and oxygen to its organs."
219,magcargo,5,40,10,6,550,8,60,50,120,90,80,30,"Magcargo's body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact.  If this Pokemon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog."
220,swinub,1,12,15,5,65,4,50,50,40,30,30,50,Swinub roots for food by rubbing its snout against the ground.  Its favorite food is a mushroom that grows under the cover of dead grass. This Pokemon occasionally roots out hot springs.
221,piloswine,10,12,15,5,558,11,100,100,80,60,60,50,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokemon uses its tusks to dig up food that has been buried under ice.
222,corsola,3,55,11,6,50,6,65,55,95,65,95,35,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokemon. When the water temperature falls, this Pokemon migrates to the southern seas."
223,remoraid,7,55,11,-1,120,6,35,65,35,65,35,65,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokemon travels downstream from rivers."
224,octillery,9,21,11,-1,285,9,75,105,75,105,75,45,"Octillery grabs onto its foe using its tentacles. This Pokemon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape."
225,delibird,1,72,15,3,160,9,45,55,45,65,45,75,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokemon sharing its food."
226,mantine,8,33,11,3,2200,21,85,40,70,80,140,70,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokemon is not bothered by the Remoraid that hitches rides."
227,skarmory,8,51,9,3,505,17,65,80,140,40,70,70,"Skarmory's steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state."
228,houndour,8,48,17,10,108,6,45,60,30,80,50,65,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey.  This Pokemon's remarkable teamwork is unparalleled.
229,houndoom,10,48,17,10,350,14,75,90,50,110,80,95,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokemon choose their leader by fighting among themselves."
230,kingdra,5,33,11,16,1520,18,75,95,95,95,95,85,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokemon is said to awaken and wander about in search of prey."
231,phanpy,4,53,5,-1,335,5,90,60,60,40,40,40,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water.  These Pokemon can be seen drying their soaking-wet bodies at the edge of water."
232,donphan,5,5,5,-1,1200,11,90,120,120,60,60,50,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokemon helps clear rock and mud slides that block mountain trails."
233,porygon2,10,36,1,-1,325,6,85,80,90,105,95,60,Porygon2 was created by humans using the power of science.  The man-made Pokemon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.
234,stantler,2,22,1,-1,712,14,73,95,62,85,65,85,"Stantler's magnificent antlers were traded at high prices as works of art. As a result, this Pokemon was hunted close to extinction by those who were after the priceless antlers."
235,smeargle,8,20,1,-1,580,12,55,20,35,20,45,75,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokemon have been found."
236,tyrogue,5,62,2,-1,210,7,35,35,35,35,35,35,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokemon, the Trainer must establish and uphold various training methods."
237,hitmontop,10,22,2,-1,480,14,50,95,95,35,110,70,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokemon travels faster spinning than it does walking."
238,smoochum,8,12,15,14,60,4,45,30,15,85,65,65,"Smoochum actively runs about, but also falls quite often.  Whenever the chance arrives, it will look for its reflection to make sure its face hasn't become dirty."
239,elekid,10,9,13,-1,235,6,45,63,37,65,55,95,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokemon begins swinging its arms in circles to recharge itself."
240,magby,8,49,10,-1,214,7,45,75,37,70,55,83,"Magby's state of health is determined by observing the fire it breathes. If the Pokemon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames."
241,miltank,6,47,1,-1,755,12,95,80,105,40,70,100,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can't drink milk turn it into yogurt and eat it instead.
242,blissey,10,30,1,-1,468,15,255,10,10,75,135,55,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokemon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face."
243,raikou,10,46,13,-1,1780,19,90,85,75,115,100,115,Raikou embodies the speed of lightning. The roars of this Pokemon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.
244,entei,10,46,10,-1,1980,21,115,115,85,90,75,100,Entei embodies the passion of magma. This Pokemon is thought to have been born in the eruption of a volcano.  It sends up massive bursts of fire that utterly consume all that they touch.
245,suicune,10,46,11,-1,1870,20,100,75,115,90,115,85,Suicune embodies the compassion of a pure spring of water.  It runs across the land with gracefulness. This Pokemon has the power to purify dirty water.
246,larvitar,9,62,6,5,720,6,50,64,50,45,50,41,"Larvitar is born deep under the ground. To come up to the surface, this Pokemon must eat its way through the soil above.  Until it does so, Larvitar cannot see its parents."
247,pupitar,9,61,6,5,1520,12,70,84,70,65,70,51,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable-it avoids damage even if it hits solid steel.
248,tyranitar,10,45,6,17,2020,20,100,134,110,95,100,61,"Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokemon wanders about in mountains seeking new opponents to fight."
249,lugia,10,46,14,3,2160,52,106,90,130,90,154,110,"Lugia's wings pack devastating power-a light fluttering of its wings can blow apart regular houses. As a result, this Pokemon chooses to live out of sight deep under the sea."
250,ho-oh,10,46,10,3,1990,38,106,130,90,110,154,90,Ho-Oh's feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokemon is said to live at the foot of a rainbow.
251,celebi,10,30,14,12,50,6,100,100,100,100,100,100,"This Pokemon came from the future by crossing over time.  It is thought that so long as Celebi appears, a bright and shining future awaits us."
252,treecko,9,65,12,-1,50,5,40,45,35,65,55,70,"Treecko is cool, calm, and collected-it never panics under any situation. If a bigger foe were to glare at this Pokemon, it would glare right back without conceding an inch of ground."
253,grovyle,10,65,12,-1,216,9,50,65,45,85,65,95,"This Pokemon adeptly flies from branch to branch in trees.  In a forest, no Pokemon can ever hope to catch a fleeing Grovyle however fast they may be."
254,sceptile,10,65,12,-1,522,17,70,85,65,105,85,120,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokemon raises the trees in a forest with loving care.
255,torchic,9,66,10,-1,25,4,45,60,40,70,50,45,Torchic has a place inside its body where it keeps its flame.  Give it a hug-it will be glowing with warmth. This Pokemon is covered all over by a fluffy coat of down.
256,combusken,10,66,10,2,195,9,60,85,60,85,60,55,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokemon's cry is very loud and distracting.
257,blaziken,10,66,10,2,520,19,80,120,70,110,70,80,Blaziken has incredibly strong legs-it can easily clear a 30-story building in one leap. This Pokemon's blazing punches leave its foes scorched and blackened.
258,mudkip,9,67,11,-1,76,4,50,70,50,50,50,40,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokemon will unleash its amazing power-it can crush rocks bigger than itself."
259,marshtomp,10,67,11,5,280,7,70,85,70,60,70,50,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokemon's hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs."
260,swampert,10,67,11,5,819,15,100,110,90,85,90,60,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself."
261,poochyena,2,50,17,-1,136,5,35,55,35,30,30,35,Poochyena is an omnivore-it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokemon tries to intimidate its foes by making the hair on its tail bristle out.
262,mightyena,4,22,17,-1,370,10,70,90,70,60,60,70,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokemon to obey only those Trainers that it recognizes to possess superior skill.
263,zigzagoon,1,53,1,-1,175,4,38,30,41,30,41,60,The hair on Zigzagoon's back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokemon may play dead to fool foes in battle.
264,linoone,2,53,1,-1,325,5,78,70,61,50,61,100,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokemon is capable of topping 60 mph, it has to come to a screeching halt before it can turn."
265,wurmple,1,19,7,-1,36,3,45,45,35,20,30,20,Wurmple is targeted by Swellow as prey. This Pokemon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.
266,silcoon,2,61,7,-1,100,6,50,35,55,25,25,15,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokemon slakes its thirst by drinking rainwater that collects on its silk."
267,beautifly,10,68,7,3,284,10,60,70,50,100,50,65,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokemon rides the spring winds as it flits around gathering pollen."
268,cascoon,2,61,7,-1,115,7,50,35,55,25,25,15,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokemon will also not forget the pain it endured."
269,dustox,10,19,7,4,316,12,60,50,70,50,90,65,"When Dustox flaps its wings, a fine dust is scattered all over.  This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokemon searches for food using its antennae like radar."
270,lotad,5,33,11,12,26,5,40,30,30,40,50,30,"Lotad is said to have dwelled on land before. However, this Pokemon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water."
271,lombre,8,33,11,12,325,12,60,50,50,60,70,50,"Lombre's entire body is covered by a slippery, slimy film.  It feels horribly unpleasant to be touched by this Pokemon's hands. Lombre is often mistaken for a human child."
272,ludicolo,10,33,11,12,550,15,80,70,70,90,100,70,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo's body become very energetic and active. Even in battle, this Pokemon will exhibit an amazing amount of power."
273,seedot,4,34,12,-1,40,5,40,40,50,30,30,30,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokemon by suddenly moving.  This Pokemon polishes its body once a day using leaves.
274,nuzleaf,1,34,12,17,280,10,70,70,40,60,40,60,This Pokemon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf's flute strikes fear and uncertainty in the hearts of people lost in a forest.
275,shiftry,10,34,12,17,596,13,90,100,60,90,60,80,Shiftry's large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokemon chooses to live quietly deep in forests.
276,taillow,1,62,1,3,23,3,40,55,30,30,30,85,"Taillow is young-it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night.  This Pokemon feeds on Wurmple that live in forests."
277,swellow,2,62,1,3,198,7,60,85,60,75,50,125,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other's wings."
278,wingull,2,51,11,3,95,6,40,30,30,55,30,85,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokemon's long beak is useful for catching prey.
279,pelipper,4,51,11,3,280,12,60,50,100,95,70,65,"Pelipper searches for food while in flight by skimming the wave tops. This Pokemon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
280,ralts,4,28,14,18,66,4,28,25,25,45,35,40,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokemon grows cheerful and joyous in the same way."
281,kirlia,9,28,14,18,202,8,38,35,35,65,55,50,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokemon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
282,gardevoir,10,28,14,18,484,16,68,65,65,125,115,80,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokemon will try to protect its Trainer even at the risk of its own life.
283,surskit,3,33,7,11,17,5,40,30,32,50,52,65,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokemon that love eating this syrup."
284,masquerain,7,22,7,3,36,8,70,60,62,100,82,80,"Masquerain's antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
285,shroomish,5,27,12,-1,45,4,60,40,60,40,60,35,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokemon's spores are so toxic, they make trees and weeds wilt."
286,breloom,10,27,12,2,392,12,60,130,80,60,60,70,The seeds ringing Breloom's tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokemon's seed will cause your stomach to rumble.
287,slakoth,9,54,1,-1,240,8,60,60,60,35,35,30,"Slakoth's heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokemon in motion."
288,vigoroth,10,72,1,-1,465,14,80,80,80,55,55,90,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokemon to run wild throughout the jungle before it can settle down."
289,slaking,10,54,1,-1,1305,20,150,160,100,95,65,100,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokemon as it eats all the grass within reach while lying prone on the ground."
